,STATION,DATE,TIME,ENTRIES,NEW_ENTRIES
1760,86 ST-2 AVE,2/27/2017,4:00:00,37681208,244
1761,86 ST-2 AVE,2/27/2017,8:00:00,37683836,2628
1762,86 ST-2 AVE,2/27/2017,12:00:00,36883201,2792
1763,86 ST-2 AVE,2/27/2017,16:00:00,37695902,3078
1764,86 ST-2 AVE,2/27/2017,20:00:00,37474927,3942
1765,86 ST-2 AVE,2/28/2017,0:00:00,37702515,1788
1766,86 ST-2 AVE,2/28/2017,4:00:00,37702647,132
1767,86 ST-2 AVE,2/28/2017,8:00:00,37705389,2742
1768,86 ST-2 AVE,2/28/2017,12:00:00,36889194,2879
1769,86 ST-2 AVE,2/28/2017,16:00:00,37718166,3404
1770,86 ST-2 AVE,2/28/2017,20:00:00,37493323,4475
2124,96 ST-2 AVE,1/1/2017,0:00:00,150,46
2125,96 ST-2 AVE,1/1/2017,4:00:00,771,0
2126,96 ST-2 AVE,1/1/2017,8:00:00,771,0
2127,96 ST-2 AVE,1/1/2017,12:00:00,1230,459
2128,96 ST-2 AVE,1/1/2017,16:00:00,3475,2661
2129,96 ST-2 AVE,1/1/2017,17:38:00,3283,613
2130,96 ST-2 AVE,1/1/2017,17:42:00,3301,18
2131,96 ST-2 AVE,1/1/2017,20:00:00,10952,3064
2132,96 ST-2 AVE,1/2/2017,0:00:00,11673,721
2133,96 ST-2 AVE,1/2/2017,4:00:00,11673,0
2134,96 ST-2 AVE,1/2/2017,8:00:00,11905,232
2135,96 ST-2 AVE,1/2/2017,12:00:00,13959,2054
2136,96 ST-2 AVE,1/2/2017,16:00:00,17921,3962
2137,96 ST-2 AVE,1/2/2017,20:00:00,20449,2528
2138,96 ST-2 AVE,1/3/2017,0:00:00,20859,410
2139,96 ST-2 AVE,1/3/2017,4:00:00,20859,0
2140,96 ST-2 AVE,1/3/2017,8:00:00,21997,1138
2141,96 ST-2 AVE,1/3/2017,12:00:00,25911,3914
2142,96 ST-2 AVE,1/3/2017,16:00:00,28399,2488
2143,96 ST-2 AVE,1/3/2017,20:00:00,31267,2868
2144,96 ST-2 AVE,1/4/2017,0:00:00,31749,482
2145,96 ST-2 AVE,1/4/2017,4:00:00,31755,6
2146,96 ST-2 AVE,1/4/2017,8:00:00,33086,1331
2147,96 ST-2 AVE,1/4/2017,12:00:00,37563,4477
2148,96 ST-2 AVE,1/4/2017,16:00:00,40476,2913
2149,96 ST-2 AVE,1/4/2017,20:00:00,43813,3337
2150,96 ST-2 AVE,1/5/2017,0:00:00,44438,625
2151,96 ST-2 AVE,1/5/2017,4:00:00,44438,0
2152,96 ST-2 AVE,1/5/2017,8:00:00,45616,1178
2153,96 ST-2 AVE,1/5/2017,12:00:00,50153,4537
2154,96 ST-2 AVE,1/5/2017,16:00:00,52854,2701
2155,96 ST-2 AVE,1/5/2017,20:00:00,55981,3127
2156,96 ST-2 AVE,1/6/2017,0:00:00,56623,642
2157,96 ST-2 AVE,1/6/2017,4:00:00,56623,0
2158,96 ST-2 AVE,1/6/2017,8:00:00,57892,1269
2159,96 ST-2 AVE,1/6/2017,12:00:00,62367,4475
2160,96 ST-2 AVE,1/6/2017,16:00:00,65305,2938
2161,96 ST-2 AVE,1/6/2017,20:00:00,68788,3483
2162,96 ST-2 AVE,1/7/2017,0:00:00,69544,756
2163,96 ST-2 AVE,1/7/2017,4:00:00,69559,15
2164,96 ST-2 AVE,1/7/2017,8:00:00,69851,292
2165,96 ST-2 AVE,1/7/2017,12:00:00,71853,2002
2166,96 ST-2 AVE,1/7/2017,16:00:00,74646,2793
2167,96 ST-2 AVE,1/7/2017,20:00:00,77125,2479
2168,96 ST-2 AVE,1/8/2017,0:00:00,77776,651
2169,96 ST-2 AVE,1/8/2017,4:00:00,77781,5
2170,96 ST-2 AVE,1/8/2017,8:00:00,77962,181
2171,96 ST-2 AVE,1/8/2017,12:00:00,79568,1606
2172,96 ST-2 AVE,1/8/2017,16:00:00,82121,2553
2173,96 ST-2 AVE,1/8/2017,20:00:00,83917,1796
2174,96 ST-2 AVE,1/9/2017,0:00:00,84321,404
2175,96 ST-2 AVE,1/9/2017,4:00:00,84327,6
2176,96 ST-2 AVE,1/9/2017,8:00:00,85769,1442
2177,96 ST-2 AVE,1/9/2017,12:00:00,90322,4553
2178,96 ST-2 AVE,1/9/2017,16:00:00,92763,2441
2179,96 ST-2 AVE,1/9/2017,20:00:00,95807,3044
2180,96 ST-2 AVE,1/10/2017,0:00:00,96575,768
2181,96 ST-2 AVE,1/10/2017,4:00:00,96650,75
2182,96 ST-2 AVE,1/10/2017,8:00:00,98241,1591
2183,96 ST-2 AVE,1/10/2017,12:00:00,102915,4674
2184,96 ST-2 AVE,1/10/2017,16:00:00,105424,2509
2185,96 ST-2 AVE,1/10/2017,20:00:00,108580,3156
2186,96 ST-2 AVE,1/11/2017,0:00:00,109390,810
2187,96 ST-2 AVE,1/11/2017,4:00:00,109477,87
2188,96 ST-2 AVE,1/11/2017,8:00:00,111058,1581
2189,96 ST-2 AVE,1/11/2017,12:00:00,115889,4831
2190,96 ST-2 AVE,1/11/2017,16:00:00,118605,2716
2191,96 ST-2 AVE,1/11/2017,20:00:00,122015,3410
2192,96 ST-2 AVE,1/12/2017,0:00:00,122809,794
2193,96 ST-2 AVE,1/12/2017,4:00:00,122894,85
2194,96 ST-2 AVE,1/12/2017,8:00:00,124481,1587
2195,96 ST-2 AVE,1/12/2017,12:00:00,129424,4943
2196,96 ST-2 AVE,1/12/2017,16:00:00,132203,2779
2197,96 ST-2 AVE,1/12/2017,20:00:00,135872,3669
2198,96 ST-2 AVE,1/13/2017,0:00:00,136997,1125
2199,96 ST-2 AVE,1/13/2017,4:00:00,137079,82
2200,96 ST-2 AVE,1/13/2017,8:00:00,138582,1503
2201,96 ST-2 AVE,1/13/2017,12:00:00,143502,4920
2202,96 ST-2 AVE,1/13/2017,16:00:00,146449,2947
2203,96 ST-2 AVE,1/13/2017,20:00:00,150079,3630
2204,96 ST-2 AVE,1/14/2017,0:00:00,151298,1219
2205,96 ST-2 AVE,1/14/2017,4:00:00,151451,153
2206,96 ST-2 AVE,1/14/2017,8:00:00,151854,403
2207,96 ST-2 AVE,1/14/2017,12:00:00,154126,2272
2208,96 ST-2 AVE,1/14/2017,16:00:00,157214,3088
2209,96 ST-2 AVE,1/14/2017,20:00:00,159760,2546
2210,96 ST-2 AVE,1/15/2017,0:00:00,160887,1127
2211,96 ST-2 AVE,1/15/2017,4:00:00,161040,153
2212,96 ST-2 AVE,1/15/2017,8:00:00,161300,260
2213,96 ST-2 AVE,1/15/2017,12:00:00,163131,1831
2214,96 ST-2 AVE,1/15/2017,16:00:00,166023,2892
2215,96 ST-2 AVE,1/15/2017,20:00:00,168186,2163
2216,96 ST-2 AVE,1/16/2017,0:00:00,169006,820
2217,96 ST-2 AVE,1/16/2017,4:00:00,169127,121
2218,96 ST-2 AVE,1/16/2017,8:00:00,169720,593
2219,96 ST-2 AVE,1/16/2017,12:00:00,172536,2816
2220,96 ST-2 AVE,1/16/2017,16:00:00,175284,2748
2221,96 ST-2 AVE,1/16/2017,20:00:00,177582,2298
2222,96 ST-2 AVE,1/17/2017,0:00:00,178212,630
2223,96 ST-2 AVE,1/17/2017,4:00:00,178285,73
2224,96 ST-2 AVE,1/17/2017,8:00:00,179964,1679
2225,96 ST-2 AVE,1/17/2017,12:00:00,184952,4988
2226,96 ST-2 AVE,1/17/2017,16:00:00,187516,2564
2227,96 ST-2 AVE,1/17/2017,20:00:00,190771,3255
2228,96 ST-2 AVE,1/18/2017,0:00:00,191645,874
2229,96 ST-2 AVE,1/18/2017,4:00:00,191731,86
2230,96 ST-2 AVE,1/18/2017,8:00:00,193460,1729
2231,96 ST-2 AVE,1/18/2017,12:00:00,198555,5095
2232,96 ST-2 AVE,1/18/2017,16:00:00,201288,2733
2233,96 ST-2 AVE,1/18/2017,20:00:00,204616,3328
2234,96 ST-2 AVE,1/19/2017,0:00:00,205569,953
2235,96 ST-2 AVE,1/19/2017,4:00:00,205660,91
2236,96 ST-2 AVE,1/19/2017,8:00:00,207486,1826
2237,96 ST-2 AVE,1/19/2017,12:00:00,212745,5259
2238,96 ST-2 AVE,1/19/2017,16:00:00,215645,2900
2239,96 ST-2 AVE,1/19/2017,20:00:00,219341,3696
2240,96 ST-2 AVE,1/20/2017,0:00:00,220363,1022
2241,96 ST-2 AVE,1/20/2017,4:00:00,220463,100
2242,96 ST-2 AVE,1/20/2017,8:00:00,222085,1622
2243,96 ST-2 AVE,1/20/2017,12:00:00,227152,5067
2244,96 ST-2 AVE,1/20/2017,16:00:00,230116,2964
2245,96 ST-2 AVE,1/20/2017,20:00:00,233751,3635
2246,96 ST-2 AVE,1/21/2017,0:00:00,234879,1128
2247,96 ST-2 AVE,1/21/2017,4:00:00,235104,225
2248,96 ST-2 AVE,1/21/2017,8:00:00,235548,444
2249,96 ST-2 AVE,1/21/2017,12:00:00,238003,2455
2250,96 ST-2 AVE,1/21/2017,16:00:00,241362,3359
2251,96 ST-2 AVE,1/21/2017,20:00:00,244287,2925
2252,96 ST-2 AVE,1/22/2017,0:00:00,245569,1282
2253,96 ST-2 AVE,1/22/2017,4:00:00,245744,175
2254,96 ST-2 AVE,1/22/2017,8:00:00,246006,262
2255,96 ST-2 AVE,1/22/2017,12:00:00,247811,1805
2256,96 ST-2 AVE,1/22/2017,16:00:00,250508,2697
2257,96 ST-2 AVE,1/22/2017,20:00:00,252317,1809
2258,96 ST-2 AVE,1/23/2017,0:00:00,252945,628
2259,96 ST-2 AVE,1/23/2017,4:00:00,253032,87
2260,96 ST-2 AVE,1/23/2017,8:00:00,254766,1734
2261,96 ST-2 AVE,1/23/2017,12:00:00,259860,5094
2262,96 ST-2 AVE,1/23/2017,16:00:00,262414,2554
2263,96 ST-2 AVE,1/23/2017,20:00:00,265396,2982
2264,96 ST-2 AVE,1/24/2017,0:00:00,266061,665
2265,96 ST-2 AVE,1/24/2017,4:00:00,266145,84
2266,96 ST-2 AVE,1/24/2017,8:00:00,267874,1729
2267,96 ST-2 AVE,1/24/2017,12:00:00,273272,5398
2268,96 ST-2 AVE,1/24/2017,16:00:00,275828,2556
2269,96 ST-2 AVE,1/24/2017,20:00:00,279270,3442
2270,96 ST-2 AVE,1/25/2017,0:00:00,280187,917
2271,96 ST-2 AVE,1/25/2017,4:00:00,280297,110
2272,96 ST-2 AVE,1/25/2017,8:00:00,282099,1802
2273,96 ST-2 AVE,1/25/2017,12:00:00,287488,5389
2274,96 ST-2 AVE,1/25/2017,16:00:00,290720,3232
2275,96 ST-2 AVE,1/25/2017,20:00:00,294457,3737
2276,96 ST-2 AVE,1/26/2017,0:00:00,295501,1044
2277,96 ST-2 AVE,1/26/2017,4:00:00,295622,121
2278,96 ST-2 AVE,1/26/2017,8:00:00,297370,1748
2279,96 ST-2 AVE,1/26/2017,12:00:00,302945,5575
2280,96 ST-2 AVE,1/26/2017,16:00:00,305900,2955
2281,96 ST-2 AVE,1/26/2017,20:00:00,309534,3634
2282,96 ST-2 AVE,1/27/2017,0:00:00,310551,1017
2283,96 ST-2 AVE,1/27/2017,4:00:00,310680,129
2284,96 ST-2 AVE,1/27/2017,8:00:00,312304,1624
2285,96 ST-2 AVE,1/27/2017,12:00:00,317628,5324
2286,96 ST-2 AVE,1/27/2017,16:00:00,320785,3157
2287,96 ST-2 AVE,1/27/2017,20:00:00,324703,3918
2288,96 ST-2 AVE,1/28/2017,0:00:00,326098,1395
2289,96 ST-2 AVE,1/28/2017,4:00:00,326317,219
2290,96 ST-2 AVE,1/28/2017,8:00:00,326701,384
2291,96 ST-2 AVE,1/28/2017,12:00:00,329195,2494
2292,96 ST-2 AVE,1/28/2017,16:00:00,332612,3417
2293,96 ST-2 AVE,1/28/2017,20:00:00,335707,3095
2294,96 ST-2 AVE,1/29/2017,0:00:00,337151,1444
2295,96 ST-2 AVE,1/29/2017,4:00:00,337378,227
2296,96 ST-2 AVE,1/29/2017,8:00:00,337672,294
2297,96 ST-2 AVE,1/29/2017,12:00:00,339598,1926
2298,96 ST-2 AVE,1/29/2017,16:00:00,342622,3024
2299,96 ST-2 AVE,1/29/2017,20:00:00,344634,2012
2300,96 ST-2 AVE,1/30/2017,0:00:00,345327,693
2301,96 ST-2 AVE,1/30/2017,4:00:00,345420,93
2302,96 ST-2 AVE,1/30/2017,8:00:00,347213,1793
2303,96 ST-2 AVE,1/30/2017,12:00:00,352599,5386
2304,96 ST-2 AVE,1/30/2017,16:00:00,355191,2592
2305,96 ST-2 AVE,1/30/2017,20:00:00,358597,3406
2306,96 ST-2 AVE,1/31/2017,0:00:00,359465,868
2307,96 ST-2 AVE,1/31/2017,4:00:00,359562,97
2308,96 ST-2 AVE,1/31/2017,8:00:00,361526,1964
2309,96 ST-2 AVE,1/31/2017,12:00:00,367218,5692
2310,96 ST-2 AVE,1/31/2017,16:00:00,370053,2835
2311,96 ST-2 AVE,1/31/2017,20:00:00,373642,3589
2312,96 ST-2 AVE,2/1/2017,0:00:00,374656,1014
2313,96 ST-2 AVE,2/1/2017,4:00:00,374764,108
2314,96 ST-2 AVE,2/1/2017,8:00:00,376728,1964
2315,96 ST-2 AVE,2/1/2017,12:00:00,382492,5764
2316,96 ST-2 AVE,2/1/2017,16:00:00,385509,3017
2317,96 ST-2 AVE,2/1/2017,20:00:00,389258,3749
2318,96 ST-2 AVE,2/2/2017,0:00:00,390266,1008
2319,96 ST-2 AVE,2/2/2017,4:00:00,390388,122
2320,96 ST-2 AVE,2/2/2017,8:00:00,392321,1933
2321,96 ST-2 AVE,2/2/2017,12:00:00,398319,5998
2322,96 ST-2 AVE,2/2/2017,16:00:00,401469,3150
2323,96 ST-2 AVE,2/2/2017,20:00:00,405323,3854
2324,96 ST-2 AVE,2/3/2017,0:00:00,406449,1126
2325,96 ST-2 AVE,2/3/2017,4:00:00,406594,145
2326,96 ST-2 AVE,2/3/2017,8:00:00,408424,1830
2327,96 ST-2 AVE,2/3/2017,12:00:00,414066,5642
2328,96 ST-2 AVE,2/3/2017,16:00:00,417289,3223
2329,96 ST-2 AVE,2/3/2017,20:00:00,421297,4008
2330,96 ST-2 AVE,2/4/2017,0:00:00,422705,1408
2331,96 ST-2 AVE,2/4/2017,4:00:00,422919,214
2332,96 ST-2 AVE,2/4/2017,8:00:00,423370,451
2333,96 ST-2 AVE,2/4/2017,12:00:00,425777,2407
2334,96 ST-2 AVE,2/4/2017,16:00:00,429170,3393
2335,96 ST-2 AVE,2/4/2017,20:00:00,432348,3178
2336,96 ST-2 AVE,2/5/2017,0:00:00,433683,1335
2337,96 ST-2 AVE,2/5/2017,4:00:00,433902,219
2338,96 ST-2 AVE,2/5/2017,8:00:00,434207,305
2339,96 ST-2 AVE,2/5/2017,12:00:00,436277,2070
2340,96 ST-2 AVE,2/5/2017,16:00:00,439107,2830
2341,96 ST-2 AVE,2/5/2017,20:00:00,441452,2345
2342,96 ST-2 AVE,2/6/2017,0:00:00,442682,1230
2343,96 ST-2 AVE,2/6/2017,4:00:00,442798,116
2344,96 ST-2 AVE,2/6/2017,8:00:00,444706,1908
2345,96 ST-2 AVE,2/6/2017,12:00:00,450344,5638
2346,96 ST-2 AVE,2/6/2017,16:00:00,453176,2832
2347,96 ST-2 AVE,2/6/2017,20:00:00,456688,3512
2348,96 ST-2 AVE,2/7/2017,0:00:00,457583,895
2349,96 ST-2 AVE,2/7/2017,4:00:00,457683,100
2350,96 ST-2 AVE,2/7/2017,8:00:00,459758,2075
2351,96 ST-2 AVE,2/7/2017,12:00:00,465654,5896
2352,96 ST-2 AVE,2/7/2017,16:00:00,468496,2842
2353,96 ST-2 AVE,2/7/2017,20:00:00,472233,3737
2354,96 ST-2 AVE,2/8/2017,0:00:00,473240,1007
2355,96 ST-2 AVE,2/8/2017,4:00:00,473337,97
2356,96 ST-2 AVE,2/8/2017,8:00:00,475444,2107
2357,96 ST-2 AVE,2/8/2017,12:00:00,481326,5882
2358,96 ST-2 AVE,2/8/2017,16:00:00,484411,3085
2359,96 ST-2 AVE,2/8/2017,20:00:00,488381,3970
2360,96 ST-2 AVE,2/9/2017,0:00:00,489543,1162
2361,96 ST-2 AVE,2/9/2017,4:00:00,489648,105
2362,96 ST-2 AVE,2/9/2017,8:00:00,490912,1264
2363,96 ST-2 AVE,2/9/2017,12:00:00,494548,3636
2364,96 ST-2 AVE,2/9/2017,16:00:00,496389,1841
2365,96 ST-2 AVE,2/9/2017,20:00:00,498688,2299
2366,96 ST-2 AVE,2/10/2017,0:00:00,499336,648
2367,96 ST-2 AVE,2/10/2017,4:00:00,499433,97
2368,96 ST-2 AVE,2/10/2017,8:00:00,501390,1957
2369,96 ST-2 AVE,2/10/2017,12:00:00,507180,5790
2370,96 ST-2 AVE,2/10/2017,16:00:00,510205,3025
2371,96 ST-2 AVE,2/10/2017,20:00:00,514190,3985
2372,96 ST-2 AVE,2/11/2017,0:00:00,515551,1361
2373,96 ST-2 AVE,2/11/2017,4:00:00,515701,150
2374,96 ST-2 AVE,2/11/2017,8:00:00,516136,435
2375,96 ST-2 AVE,2/11/2017,12:00:00,518696,2560
2376,96 ST-2 AVE,2/11/2017,16:00:00,522116,3420
2377,96 ST-2 AVE,2/11/2017,20:00:00,525304,3188
2378,96 ST-2 AVE,2/12/2017,0:00:00,526836,1532
2379,96 ST-2 AVE,2/12/2017,4:00:00,527020,184
2380,96 ST-2 AVE,2/12/2017,8:00:00,527309,289
2381,96 ST-2 AVE,2/12/2017,12:00:00,529118,1809
2382,96 ST-2 AVE,2/12/2017,16:00:00,531513,2395
2383,96 ST-2 AVE,2/12/2017,20:00:00,533342,1829
2384,96 ST-2 AVE,2/13/2017,0:00:00,533972,630
2385,96 ST-2 AVE,2/13/2017,4:00:00,534049,77
2386,96 ST-2 AVE,2/13/2017,8:00:00,536087,2038
2387,96 ST-2 AVE,2/13/2017,12:00:00,541780,5693
2388,96 ST-2 AVE,2/13/2017,16:00:00,544673,2893
2389,96 ST-2 AVE,2/13/2017,20:00:00,548420,3747
2390,96 ST-2 AVE,2/14/2017,0:00:00,549300,880
2391,96 ST-2 AVE,2/14/2017,4:00:00,549401,101
2392,96 ST-2 AVE,2/14/2017,8:00:00,551530,2129
2393,96 ST-2 AVE,2/14/2017,12:00:00,557527,5997
2394,96 ST-2 AVE,2/14/2017,16:00:00,560624,3097
2395,96 ST-2 AVE,2/14/2017,20:00:00,564630,4006
2396,96 ST-2 AVE,2/15/2017,0:00:00,565658,1028
2397,96 ST-2 AVE,2/15/2017,4:00:00,565791,133
2398,96 ST-2 AVE,2/15/2017,8:00:00,567908,2117
2399,96 ST-2 AVE,2/15/2017,12:00:00,573956,6048
2400,96 ST-2 AVE,2/15/2017,16:00:00,576916,2960
2401,96 ST-2 AVE,2/15/2017,20:00:00,580848,3932
2402,96 ST-2 AVE,2/16/2017,0:00:00,581887,1039
2403,96 ST-2 AVE,2/16/2017,4:00:00,582010,123
2404,96 ST-2 AVE,2/16/2017,8:00:00,584133,2123
2405,96 ST-2 AVE,2/16/2017,12:00:00,590046,5913
2406,96 ST-2 AVE,2/16/2017,16:00:00,593105,3059
2407,96 ST-2 AVE,2/16/2017,20:00:00,596994,3889
2408,96 ST-2 AVE,2/17/2017,0:00:00,598123,1129
2409,96 ST-2 AVE,2/17/2017,4:00:00,598242,119
2410,96 ST-2 AVE,2/17/2017,8:00:00,600119,1877
2411,96 ST-2 AVE,2/17/2017,12:00:00,605876,5757
2412,96 ST-2 AVE,2/17/2017,16:00:00,609213,3337
2413,96 ST-2 AVE,2/17/2017,20:00:00,613191,3978
2414,96 ST-2 AVE,2/18/2017,0:00:00,614443,1252
2415,96 ST-2 AVE,2/18/2017,4:00:00,614628,185
2416,96 ST-2 AVE,2/18/2017,8:00:00,615073,445
2417,96 ST-2 AVE,2/18/2017,12:00:00,617403,2330
2418,96 ST-2 AVE,2/18/2017,16:00:00,620625,3222
2419,96 ST-2 AVE,2/18/2017,20:00:00,623343,2718
2420,96 ST-2 AVE,2/19/2017,0:00:00,624583,1240
2421,96 ST-2 AVE,2/19/2017,4:00:00,624737,154
2422,96 ST-2 AVE,2/19/2017,8:00:00,625065,328
2423,96 ST-2 AVE,2/19/2017,12:00:00,627204,2139
2424,96 ST-2 AVE,2/19/2017,16:00:00,630115,2911
2425,96 ST-2 AVE,2/19/2017,20:00:00,632183,2068
2426,96 ST-2 AVE,2/20/2017,0:00:00,633054,871
2427,96 ST-2 AVE,2/20/2017,4:00:00,633171,117
2428,96 ST-2 AVE,2/20/2017,8:00:00,633859,688
2429,96 ST-2 AVE,2/20/2017,12:00:00,636717,2858
2430,96 ST-2 AVE,2/20/2017,16:00:00,639379,2662
2431,96 ST-2 AVE,2/20/2017,20:00:00,641672,2293
2432,96 ST-2 AVE,2/21/2017,0:00:00,642356,684
2433,96 ST-2 AVE,2/21/2017,4:00:00,642463,107
2434,96 ST-2 AVE,2/21/2017,8:00:00,644237,1774
2435,96 ST-2 AVE,2/21/2017,12:00:00,649867,5630
2436,96 ST-2 AVE,2/21/2017,16:00:00,652430,2563
2437,96 ST-2 AVE,2/21/2017,20:00:00,655904,3474
2438,96 ST-2 AVE,2/22/2017,0:00:00,656761,857
2439,96 ST-2 AVE,2/22/2017,4:00:00,656842,81
2440,96 ST-2 AVE,2/22/2017,8:00:00,658760,1918
2441,96 ST-2 AVE,2/22/2017,12:00:00,664689,5929
2442,96 ST-2 AVE,2/22/2017,16:00:00,667308,2619
2443,96 ST-2 AVE,2/22/2017,20:00:00,670959,3651
2444,96 ST-2 AVE,2/23/2017,0:00:00,671820,861
2445,96 ST-2 AVE,2/23/2017,4:00:00,671931,111
2446,96 ST-2 AVE,2/23/2017,8:00:00,673813,1882
2447,96 ST-2 AVE,2/23/2017,12:00:00,582426,4843
2448,96 ST-2 AVE,2/23/2017,16:00:00,682323,2788
2449,96 ST-2 AVE,2/23/2017,20:00:00,686236,3913
2450,96 ST-2 AVE,2/24/2017,0:00:00,687264,1028
2451,96 ST-2 AVE,2/24/2017,4:00:00,687391,127
2452,96 ST-2 AVE,2/24/2017,8:00:00,689010,1619
2453,96 ST-2 AVE,2/24/2017,12:00:00,655335,5350
2454,96 ST-2 AVE,2/24/2017,16:00:00,658446,3111
2455,96 ST-2 AVE,2/24/2017,20:00:00,701668,4197
2456,96 ST-2 AVE,2/25/2017,0:00:00,703037,1369
2457,96 ST-2 AVE,2/25/2017,4:00:00,703196,159
2458,96 ST-2 AVE,2/25/2017,8:00:00,703720,524
2459,96 ST-2 AVE,2/25/2017,12:00:00,706286,2566
2460,96 ST-2 AVE,2/25/2017,16:00:00,709437,3151
2461,96 ST-2 AVE,2/25/2017,20:00:00,712310,2873
2462,96 ST-2 AVE,2/26/2017,0:00:00,713592,1282
2463,96 ST-2 AVE,2/26/2017,4:00:00,713792,200
2464,96 ST-2 AVE,2/26/2017,8:00:00,714105,313
2465,96 ST-2 AVE,2/26/2017,12:00:00,716264,2159
2466,96 ST-2 AVE,2/26/2017,16:00:00,719170,2906
2467,96 ST-2 AVE,2/26/2017,20:00:00,721286,2116
2468,96 ST-2 AVE,2/27/2017,0:00:00,721929,643
2469,96 ST-2 AVE,2/27/2017,4:00:00,722041,112
2470,96 ST-2 AVE,2/27/2017,8:00:00,724217,2176
2471,96 ST-2 AVE,2/27/2017,12:00:00,730092,5875
2472,96 ST-2 AVE,2/27/2017,16:00:00,732964,2872
2473,96 ST-2 AVE,2/27/2017,20:00:00,736569,3605
2474,96 ST-2 AVE,2/28/2017,0:00:00,737501,932
2475,96 ST-2 AVE,2/28/2017,4:00:00,737590,89
2476,96 ST-2 AVE,2/28/2017,8:00:00,739846,2256
2477,96 ST-2 AVE,2/28/2017,12:00:00,523881,4235
2478,96 ST-2 AVE,2/28/2017,16:00:00,748925,3068
2479,96 ST-2 AVE,2/28/2017,20:00:00,752806,3881
